NUMERO,ORDEM,ORCAMENTO,VENDA,DATA,TIPO,SERVICO,PRODUTO,UNIDADE,CODFOR,FORNECEDOR,CODPRO,DESCRICAO,CUSTO,VALOR,QUANTIA,DESCONTO,DESCONTOP,TOTAL,CODUSU,USUARIO,STATUS,CONTROLE,REFERENCIA,DATA_ENTRE,HORA_ENTRE,FALTAS,OBS,BARRA,TABELA1,TABELA2,TABELA3,TABELA,CODTEC,TECNICO,PEDIDO,DATASAI,HORASAI,NF,BC_ST,VAL_ST,TELEFONE
3523,,False,,2024-12-03,PRODUTO,,,UN,50,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,348,PNEU 185/65/14 IMPORT,269.5,269.5,4.0,0.0,0.0,1078.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-03,13:52,,,,
3523,,False,,2024-12-03,PRODUTO,,,UNI,50,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,21,PNEU 175/70/13 IMPORT,243.6,243.6,12.0,0.0,0.0,2923.2,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-03,13:52,,,,
3523,,False,,2024-12-03,PRODUTO,,,UNI,50,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,88,PNEU 185/60/15 IMPOR,279.9,279.9,4.0,0.0,0.0,1119.6,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-03,13:52,,,,
3524,,False,,2024-11-29,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,869,REPARO CENTRALIZADOR PATI,16.06,16.06,2.0,0.0,0.0,32.12,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:05,,,,
3526,,False,,2024-11-18,PRODUTO,,,UNI,6,DABESUL DISTRIBUIDOR DE PEÇAS,105,BATENTE SUSPENSAO TRAS,34.43,55.0,1.0,0.0,0.0,55.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:12,,,,
3527,,False,,2024-11-29,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,203,TAMBOR FREIO TRASEIRO,176.39,77.23,2.0,0.0,0.0,154.46,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:30,,,,
3527,,False,,2024-11-29,PRODUTO,,,UN,1,ZENO AUTO PEÇAS,235,SAPATA FREIO,191.49,90.98,1.0,0.0,0.0,90.98,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:30,,,,
3527,,False,,2024-11-29,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,286,CABO FREIO MAO,53.84,60.49,1.0,0.0,0.0,60.49,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:30,,,,
3527,,False,,2024-11-29,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,286,CABO FREIO MAO,53.84,61.3,1.0,0.0,0.0,61.3,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:30,,,,
3528,,False,,2024-11-08,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,308,RETENTOR VIRABREQUIM DIANTEIRO,50.71,34.2,1.0,0.0,0.0,34.2,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:41,,,,
3529,,False,,2024-11-13,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,113,VELA IGNICAO,21.13,43.73,4.0,0.0,0.0,174.92,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:42,,,,
3530,,False,,2024-11-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,52,BOMBA ELETRICA INJECAO COMB,115.0,202.0,1.0,0.0,0.0,202.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:43,,,,
3530,,False,,2024-11-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,856,MANGUEIRA CORRUGADA P/ BOMB,16.73,16.73,1.0,0.0,0.0,16.73,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:43,,,,
3531,,False,,2024-11-12,PRODUTO,,,un,3,MAESTRI AUTO PEÇAS,220,HIGIENIZADOR AR CONDICIONADO,18.17,19.9,1.0,0.0,0.0,19.9,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:44,,,,
3531,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,122,FILTRO AR CONDICIONADO,18.02,19.18,1.0,0.0,0.0,19.18,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:44,,,,
3531,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,44,FILTRO AR,14.09,52.83,1.0,0.0,0.0,52.83,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:44,,,,
3532,,False,,2024-11-12,PRODUTO,,,un,3,MAESTRI AUTO PEÇAS,220,HIGIENIZADOR AR CONDICIONADO,19.9,19.9,1.0,0.0,0.0,19.9,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:44,,,,
3532,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,122,FILTRO AR CONDICIONADO,19.18,38.86,1.0,0.0,0.0,38.86,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-04,10:44,,,,
3533,,False,,2024-12-05,PRODUTO,,,UN,48,FREDY PNEUS,874,PNEU 185/60/15 GOODYEAR,442.9,442.9,4.0,0.0,0.0,1771.6,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-05,16:19,,,,
3534,,False,,2024-11-22,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,669,PATIM FREIO TRASEIRO,117.14,128.41,1.0,0.0,0.0,128.41,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:20,,,,
3534,,False,,2024-11-22,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,532,DISCO FREIO TRASEIRO,163.79,153.41,2.0,0.0,0.0,306.82,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:20,,,,
3535,,False,,2024-11-13,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,52.83,57.3,1.0,0.0,0.0,57.3,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:23,,,,
3535,,False,,2024-11-13,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,44,FILTRO AR,52.83,35.24,1.0,0.0,0.0,35.24,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:23,,,,
3535,,False,,2024-11-13,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,38.86,22.62,1.0,0.0,0.0,22.62,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:23,,,,
3535,,False,,2024-11-13,PRODUTO,,,UNI,1,ZENO AUTO PEÇAS,122,FILTRO AR CONDICIONADO,38.86,27.39,1.0,0.0,0.0,27.39,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:23,,,,
3535,,False,,2024-11-13,PRODUTO,,,un,1,ZENO AUTO PEÇAS,220,HIGIENIZADOR AR CONDICIONADO,19.9,18.17,2.0,0.0,0.0,36.34,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:23,,,,
3536,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,44,FILTRO AR,35.24,73.77,1.0,0.0,0.0,73.77,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:30,,,,
3537,,False,,2024-11-18,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,426,BUCHA BANDEJA DIANTEIRA PARTE TRASEIRA,75.34,31.56,2.0,0.0,0.0,63.12,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:31,,,,
3538,,False,,2024-11-18,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,125,COXIM AMORTECEDOR DIANTEIRO,130.04,50.73,2.0,0.0,0.0,101.46,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:31,,,,
3539,,False,,2024-11-21,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,864,RETENTO SEMI EIXO,20.0,20.0,2.0,0.0,0.0,40.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:32,,,,
3540,,False,,2024-11-22,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,128.24,158.67,1.0,0.0,0.0,158.67,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:33,,,,
3540,,False,,2024-11-22,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,194,SILENCIOSO TRASEIRO,163.73,168.13,1.0,0.0,0.0,168.13,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:33,,,,
3541,,False,,2024-11-22,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,327,BUCHA ESTABILIZADORA TRASEIRA,16.98,29.12,2.0,0.0,0.0,58.24,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:34,,,,
3541,,False,,2024-11-22,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,305,BIELETA TRASEIRA,38.14,50.31,2.0,0.0,0.0,100.62,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:34,,,,
3542,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,192,PIVO SUSPENSAO ESQUERDO,51.95,77.12,1.0,0.0,0.0,77.12,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:34,,,,
3543,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,203,TAMBOR FREIO TRASEIRO,77.23,151.0,2.0,0.0,0.0,302.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:36,,,,
3543,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,166,AMORTECEDOR TRASEIRO,113.12,162.52,2.0,0.0,0.0,325.04,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:36,,,,
3543,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,669,PATIM FREIO TRASEIRO,128.41,177.36,1.0,0.0,0.0,177.36,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:36,,,,
3543,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,201,CILINDRO RODA TRASEIRO,58.66,58.44,2.0,0.0,0.0,116.88,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:36,,,,
3543,,False,,2024-11-14,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,230,KIT AMORTECEDOR TRASEIRO,17.0,31.71,2.0,0.0,0.0,63.42,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:36,,,,
3544,,False,,2024-11-18,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,168,AMORTECEDOR DIANTEIRO ESQUERDO,435.0,262.45,1.0,0.0,0.0,262.45,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:38,,,,
3544,,False,,2024-11-18,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,167,AMORTECEDOR DIANTEIRO DIREITO,435.0,262.45,1.0,0.0,0.0,262.45,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:38,,,,
3544,,False,,2024-11-18,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,425,BUCHA BANDEJA DIANTEIRA PARTE DIANTEIRA,46.04,125.0,2.0,0.0,0.0,250.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:38,,,,
3544,,False,,2024-11-18,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,30,PIVO SUSPENSAO DIREITO,51.95,62.99,1.0,0.0,0.0,62.99,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:38,,,,
3544,,False,,2024-11-18,PRODUTO,,,KT,3,MAESTRI AUTO PEÇAS,225,KIT AMORTECEDOR DIANTEIRO,16.0,82.93,2.0,0.0,0.0,165.86,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:38,,,,
3545,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,291,BUCHA ESTABILIZADORA DIANTEIRA,28.73,20.22,2.0,0.0,0.0,40.44,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:42,,,,
3545,,False,,2024-11-14,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,173,BIELETA BARRA ESTABILIZADORA DIANT,30.56,30.56,2.0,0.0,0.0,61.12,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:42,,,,
3546,,False,,2024-11-26,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,17,FILTRO LUB,11.97,23.98,3.0,0.0,0.0,71.94,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:43,,,,
3547,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,172,AMORTECEDOR DIANTEIRO,261.67,334.76,1.0,0.0,0.0,334.76,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,669,PATIM FREIO TRASEIRO,177.36,293.04,1.0,0.0,0.0,293.04,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,312,MOLA APOIO TRIZETA,10.66,10.66,1.0,0.0,0.0,10.66,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,20,ROLAMENTO RODA TRASEIRO,101.94,177.0,1.0,0.0,0.0,177.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,105,BATENTE SUSPENSAO TRAS,55.0,78.0,2.0,0.0,0.0,156.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,KT,3,MAESTRI AUTO PEÇAS,225,KIT AMORTECEDOR DIANTEIRO,82.93,23.25,1.0,0.0,0.0,23.25,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3547,,False,,2024-11-05,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,125,COXIM AMORTECEDOR DIANTEIRO,50.73,153.92,1.0,0.0,0.0,153.92,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:44,,,,
3548,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,172,AMORTECEDOR DIANTEIRO,334.76,238.33,2.0,0.0,0.0,476.66,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:46,,,,
3548,,False,,2024-11-05,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,425,BUCHA BANDEJA DIANTEIRA PARTE DIANTEIRA,125.0,28.86,2.0,0.0,0.0,57.72,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:46,,,,
3548,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,426,BUCHA BANDEJA DIANTEIRA PARTE TRASEIRA,31.56,29.0,2.0,0.0,0.0,58.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:46,,,,
3549,,False,,2024-11-05,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,291,BUCHA ESTABILIZADORA DIANTEIRA,20.22,26.61,2.0,0.0,0.0,53.22,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:46,,,,
3550,,False,,2024-11-05,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,425,BUCHA BANDEJA DIANTEIRA PARTE DIANTEIRA,28.86,28.86,1.0,0.0,0.0,28.86,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:47,,,,
3551,,False,,2024-11-06,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,630,SENSOR TEMPERATURA,133.1,124.95,1.0,0.0,0.0,124.95,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:47,,,,
3552,,False,,2024-11-06,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,182,TAMPA RESERVATORIO,25.19,28.65,1.0,0.0,0.0,28.65,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:48,,,,
3553,,False,,2024-11-07,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,123,TENSOR DENTADA,58.4,217.0,1.0,0.0,0.0,217.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:49,,,,
3553,,False,,2024-11-07,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,37,CORREIA DENTADA,67.02,314.7,1.0,0.0,0.0,314.7,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:49,,,,
3554,,False,,2024-11-08,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,145,FLEXIVEL FREIO DIANT,33.64,36.25,1.0,0.0,0.0,36.25,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:49,,,,
3555,,False,,2024-11-13,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,172,AMORTECEDOR DIANTEIRO,238.33,261.67,1.0,0.0,0.0,261.67,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:50,,,,
3555,,False,,2024-11-13,PRODUTO,,,KT,3,MAESTRI AUTO PEÇAS,225,KIT AMORTECEDOR DIANTEIRO,23.25,16.0,1.0,0.0,0.0,16.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:50,,,,
3556,,False,,2024-11-13,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,79,BARRA AXIAL,35.26,39.75,1.0,0.0,0.0,39.75,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:50,,,,
3556,,False,,2024-11-13,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,197,COIFA CAIXA DIRECAO,97.0,29.5,1.0,0.0,0.0,29.5,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:50,,,,
3557,,False,,2024-11-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,127,FILTRO GASOLINA,17.5,29.25,1.0,0.0,0.0,29.25,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:51,,,,
3558,,False,,2024-11-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,856,MANGUEIRA CORRUGADA P/ BOMB,16.73,16.73,1.0,0.0,0.0,16.73,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:52,,,,
3559,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,782,MANGUEIRA BOCAL TANQUE,63.7,42.2,1.0,0.0,0.0,42.2,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:53,,,,
3560,,False,,2024-11-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,158.67,245.81,1.0,0.0,0.0,245.81,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:53,,,,
3560,,False,,2024-11-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,194,SILENCIOSO TRASEIRO,168.13,243.45,1.0,0.0,0.0,243.45,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:53,,,,
3561,,False,,2024-12-02,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,283,BANDEJA DIANTEIRA,267.59,83.08,2.0,0.0,0.0,166.16,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:55,,,,
3561,,False,,2024-12-02,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,600,BUCHA BARRA DIREÇÃO,11.62,11.0,2.0,0.0,0.0,22.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:55,,,,
3561,,False,,2024-12-02,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,612,PIVO SUSPENSAO,49.63,41.34,1.0,0.0,0.0,41.34,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:55,,,,
3561,,False,,2024-12-02,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,420,COIFA HOMOCINETICA RODA,22.51,21.56,1.0,0.0,0.0,21.56,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:55,,,,
3561,,False,,2024-12-02,PRODUTO,,,KT,3,MAESTRI AUTO PEÇAS,225,KIT AMORTECEDOR DIANTEIRO,16.0,12.51,2.0,0.0,0.0,25.02,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,08:55,,,,
3562,,False,,2024-11-12,PRODUTO,,,un,90,STOP FIRE,863,UNIFORME CALCA,85.0,85.0,2.0,0.0,0.0,170.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,10:39,,,,
3563,,False,,2024-11-28,PRODUTO,,,LT,40,COMERCIAL LUCAR,12,LUB 15W40,18.01,17.38,72.0,0.0,0.0,1251.36,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,10:43,,,,
3563,,False,,2024-11-28,PRODUTO,,,LT,40,COMERCIAL LUCAR,14,LUB 5W30,20.99,20.99,48.0,0.0,0.0,1007.52,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,10:43,,,,
3563,,False,,2024-11-28,PRODUTO,,,LTR,40,COMERCIAL LUCAR,13,LUB 10W40,21.52,23.72,24.0,0.0,0.0,569.28,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-09,10:43,,,,
3564,,False,,2024-12-10,PRODUTO,,,UN,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,877,PNEU 205/55/17 IMPORT,405.1,406.0,4.0,0.0,0.0,1624.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-13,16:13,,,,
3564,,False,,2024-12-10,PRODUTO,,,UNI,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,70,PNEU 185/60/14 IMPOR,263.5,236.04,8.0,0.0,0.0,1888.32,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-13,16:13,,,,
3564,,False,,2024-12-10,PRODUTO,,,UNI,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,205,PNEU 175/70/14 IMPORT,269.69,289.9,8.0,0.0,0.0,2319.2,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-13,16:13,,,,
3565,,False,,2024-12-12,PRODUTO,,,UNI,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,824,PNEU 215/50/17 MICHELIN,590.18,604.05,2.0,0.0,0.0,1208.1,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-13,16:18,,,,
3566,,False,,2024-12-17,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,337,CORREIA POLY,20.0,108.03,1.0,0.0,0.0,108.03,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:04,,,,
3567,,False,,2024-12-17,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,135,SONDA LAMBDA,130.0,278.87,1.0,0.0,0.0,278.87,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:05,,,,
3568,,False,,2024-12-17,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,245.81,160.4,1.0,0.0,0.0,160.4,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:06,,,,
3568,,False,,2024-12-17,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,194,SILENCIOSO TRASEIRO,243.45,229.26,1.0,0.0,0.0,229.26,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:06,,,,
3568,,False,,2024-12-17,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,878,RETENTOR SEMI EIXO,45.17,45.17,1.0,0.0,0.0,45.17,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:06,,,,
3569,,False,,2024-12-13,PRODUTO,,,UN,6,DABESUL DISTRIBUIDOR DE PEÇAS,503,CONECTOR PLASTICO,125.37,85.0,1.0,0.0,0.0,85.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:06,,,,
3570,,False,,2024-12-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,167,AMORTECEDOR DIANTEIRO DIREITO,262.45,391.38,1.0,0.0,0.0,391.38,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3570,,False,,2024-12-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,168,AMORTECEDOR DIANTEIRO ESQUERDO,262.45,391.38,1.0,0.0,0.0,391.38,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3570,,False,,2024-12-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,198,TERMINAL DIRECAO DIREITO,91.09,63.84,1.0,0.0,0.0,63.84,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3570,,False,,2024-12-12,PRODUTO,,,KT,3,MAESTRI AUTO PEÇAS,225,KIT AMORTECEDOR DIANTEIRO,12.51,24.29,2.0,0.0,0.0,48.58,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3571,,False,,2024-12-12,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,160.4,157.34,1.0,0.0,0.0,157.34,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3571,,False,,2024-12-12,PRODUTO,,,UNI,3,MAESTRI AUTO PEÇAS,194,SILENCIOSO TRASEIRO,229.26,215.18,1.0,0.0,0.0,215.18,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:08,,,,
3572,,False,,2024-12-10,PRODUTO,,,UNI,6,DABESUL DISTRIBUIDOR DE PEÇAS,107,LAMPADA,10.79,20.0,1.0,0.0,0.0,20.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:17,,,,
3573,,False,,2024-12-10,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,236,DISCO FREIO DIANTEIRO VENTILADO,167.54,232.0,1.0,0.0,0.0,232.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:18,,,,
3573,,False,,2024-12-10,PRODUTO,,,JG,3,MAESTRI AUTO PEÇAS,339,PASTILHA FREIO DIANTEIRO,101.68,99.04,1.0,0.0,0.0,99.04,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:18,,,,
3574,,False,,2024-12-04,PRODUTO,,,un,3,MAESTRI AUTO PEÇAS,220,HIGIENIZADOR AR CONDICIONADO,18.17,18.5,1.0,0.0,0.0,18.5,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:32,,,,
3575,,False,,2024-12-06,PRODUTO,,,KT,6,DABESUL DISTRIBUIDOR DE PEÇAS,460,KIT ROLAMENTO RODA TRASEIRO,53.08,65.0,1.0,0.0,0.0,65.0,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:32,,,,
3576,,False,,2024-12-04,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,182,TAMPA RESERVATORIO,28.65,29.75,1.0,0.0,0.0,29.75,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:35,,,,
3577,,False,,2024-12-03,PRODUTO,,,UN,3,MAESTRI AUTO PEÇAS,257,CUBO RODA DIANTEIRO,71.63,114.48,1.0,0.0,0.0,114.48,,,,E,,,,,,,True,False,False,1,0,,True,2024-12-17,16:36,,,,
