REGISTRO,DATA,CODCXA,CAIXA,ORDEM,PEDIDO,DATAOS,TOTAL,TITULO,PARCELA,PARCELAS,CHEQUE,VALOR,HISTORICO,CODCTA,NOMECTA,FORNECE,CODFOR,SALDO,CODNIV,DESNIV,CTO,OBS,DATAV,DATAP,VALORP,SITUACAO,JUROS,MULTA,RECIBO,FORMA,PRAZO,PV,HISTORICO2,HISTORICO3,PTITULO,PCHEQUE,PERJUROS,PERMULTA,PERDESC,DESCONTO,DIAS,DP,DF,SELECIONA
2167,2024-11-14,1,CAIXA GERAL,,,2024-11-14,4872.4,CO003396,3,4,0,1218.1,AVIV COMERCIO LTDA (MAUER),2,MANUTENCAO FERRAMENTA,AVIV COMERCIO LTDA (MAUER),9,52609.28,4,CUSTO FINANCEIRO,6394,,2025-01-28,2025-01-28,1218.1,P,0.0,0.0,,BOLETO,25,2024-12-09,,,True,,0.0,0.0,0.0,0.0,,True,False,False
2168,2024-11-14,1,CAIXA GERAL,,,2024-11-14,4872.4,CO003396,4,4,0,1218.1,AVIV COMERCIO LTDA (MAUER),2,MANUTENCAO FERRAMENTA,AVIV COMERCIO LTDA (MAUER),9,0.0,4,CUSTO FINANCEIRO,6638,,2025-02-22,2025-02-25,1218.1,P,0.0,0.0,,BOLETO,25,2024-12-09,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
2172,2024-11-21,1,CAIXA GERAL,,,2024-11-21,1117.42,CO003397,1,3,0,372.48,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,8101.6,4,CUSTO FINANCEIRO,6187,,2024-12-19,2024-12-19,372.48,P,0.0,0.0,,BOLETO,28,2024-12-19,,,True,,0.0,0.0,0.0,0.0,,True,False,
2173,2024-11-21,1,CAIXA GERAL,,,2024-11-21,1117.42,CO003397,2,3,0,372.47,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,11488.25,4,CUSTO FINANCEIRO,6405,,2025-01-16,2025-01-28,372.47,P,0.0,0.0,,BOLETO,28,2024-12-19,,,True,,0.0,0.0,0.0,0.0,12,True,False,False
2174,2024-11-21,1,CAIXA GERAL,,,2024-11-21,1117.42,CO003397,3,3,0,372.47,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,0.0,4,CUSTO FINANCEIRO,6573,,2025-02-13,2025-02-17,372.47,P,0.0,0.0,,BOLETO,28,2024-12-19,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
2178,2024-11-14,1,CAIXA GERAL,,,2024-11-14,1707.12,CO003398,1,3,0,569.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,0.0,4,CUSTO FINANCEIRO,5990,,2024-11-28,2024-12-02,569.04,P,0.0,0.0,,BOLETO,14,2024-11-28,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
2179,2024-11-14,1,CAIXA GERAL,,,2024-11-14,1707.12,CO003398,2,3,0,569.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,1169.04,4,CUSTO FINANCEIRO,6122,,2024-12-12,2024-12-13,569.04,P,0.0,0.0,,BOLETO,14,2024-11-28,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2180,2024-11-14,1,CAIXA GERAL,,,2024-11-14,1707.12,CO003398,3,3,0,569.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,20506.2,4,CUSTO FINANCEIRO,6238,,2024-12-26,2025-01-06,569.04,P,0.0,0.0,,BOLETO,14,2024-11-28,,,True,,0.0,0.0,0.0,0.0,11,True,False,False
2187,2024-11-06,1,CAIXA GERAL,,,2024-11-06,170.0,CO003399,1,1,0,170.0,STOP FIRE,2,MANUTENCAO FERRAMENTA,STOP FIRE,90,0.0,4,CUSTO FINANCEIRO,6018,,2024-12-04,2024-12-04,170.0,P,0.0,0.0,,BOLETO,0,2024-12-04,,,True,,0.0,0.0,0.0,0.0,,True,False,
2191,2024-11-22,1,CAIXA GERAL,,,2024-11-22,1117.44,CO003400,1,3,0,372.48,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,372.48,4,CUSTO FINANCEIRO,6192,,2024-12-20,2024-12-19,372.48,P,0.0,0.0,,BOLETO,28,2024-12-20,,,True,,0.0,0.0,0.0,0.0,,True,False,False
2192,2024-11-22,1,CAIXA GERAL,,,2024-11-22,1117.44,CO003400,2,3,0,372.48,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,11860.73,4,CUSTO FINANCEIRO,6406,,2025-01-17,2025-01-28,372.48,P,0.0,0.0,,BOLETO,28,2024-12-20,,,True,,0.0,0.0,0.0,0.0,11,True,False,False
2193,2024-11-22,1,CAIXA GERAL,,,2024-11-22,1117.44,CO003400,3,3,0,372.48,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,0.0,4,CUSTO FINANCEIRO,6577,,2025-02-14,2025-02-17,372.48,P,0.0,0.0,,BOLETO,28,2024-12-20,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
2206,2024-11-22,1,CAIXA GERAL,,,2024-11-22,2671.6,CO003401,1,3,0,890.54,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,2059.58,4,CUSTO FINANCEIRO,6123,,2024-12-12,2024-12-13,890.54,P,0.0,0.0,,BOLETO,20,2024-12-12,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2207,2024-11-22,1,CAIXA GERAL,,,2024-11-22,2671.6,CO003401,2,3,0,890.53,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,33414.47,4,CUSTO FINANCEIRO,6253,,2025-01-01,2025-01-06,890.53,P,0.0,0.0,,BOLETO,20,2024-12-12,,,True,,0.0,0.0,0.0,0.0,5,True,False,False
2208,2024-11-22,1,CAIXA GERAL,,,2024-11-22,2671.6,CO003401,3,3,0,890.53,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,16619.99,4,CUSTO FINANCEIRO,6414,,2025-01-21,2025-01-28,890.53,P,0.0,0.0,,BOLETO,20,2024-12-12,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
2214,2024-11-21,1,CAIXA GERAL,,,2024-11-21,2968.9,CO003402,1,5,0,593.78,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,7914.78,4,CUSTO FINANCEIRO,6095,,2024-12-11,2024-12-11,593.78,P,0.0,0.0,,BOLETO,20,2024-12-11,,,True,,0.0,0.0,0.0,0.0,,True,False,
2215,2024-11-21,1,CAIXA GERAL,,,2024-11-21,2968.9,CO003402,2,5,0,593.78,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,32049.5,4,CUSTO FINANCEIRO,6252,,2024-12-31,2025-01-06,593.78,P,0.0,0.0,,BOLETO,20,2024-12-11,,,True,,0.0,0.0,0.0,0.0,6,True,False,False
2216,2024-11-21,1,CAIXA GERAL,,,2024-11-21,2968.9,CO003402,3,5,0,593.78,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,13453.16,4,CUSTO FINANCEIRO,6409,,2025-01-20,2025-01-28,593.78,P,0.0,0.0,,BOLETO,20,2024-12-11,,,True,,0.0,0.0,0.0,0.0,8,True,False,False
2217,2024-11-21,1,CAIXA GERAL,,,2024-11-21,2968.9,CO003402,4,5,0,593.78,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,0.0,4,CUSTO FINANCEIRO,6517,,2025-02-10,2025-02-11,593.78,P,0.0,0.0,,BOLETO,20,2024-12-11,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2218,2024-11-21,1,CAIXA GERAL,,,2024-11-21,2968.9,CO003402,5,5,0,593.78,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,4169.78,4,CUSTO FINANCEIRO,6680,,2025-03-01,2025-03-04,593.78,P,0.0,0.0,,BOLETO,20,2024-12-11,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
2219,2024-11-04,1,CAIXA GERAL,,3451,2024-11-04,102.16,CO003451,1,,,102.16,ZENO AUTO PEÇAS,2,MANUTENCAO FERRAMENTA,ZENO AUTO PEÇAS,1,,4,CUSTO FINANCEIRO,,,2024-11-04,2024-11-27,102.16,P,,,,DINHEIRO,,,,,True,,,,,,,True,,
2224,2024-11-26,1,CAIXA GERAL,,,2024-11-26,3310.2,CO003469,1,3,0,1103.4,AVIV COMERCIO LTDA (MAUER),2,MANUTENCAO FERRAMENTA,AVIV COMERCIO LTDA (MAUER),9,21609.6,4,CUSTO FINANCEIRO,6239,,2024-12-26,2025-01-06,1103.4,P,0.0,0.0,,BOLETO,30,2024-12-26,,,True,,0.0,0.0,0.0,0.0,11,True,False,False
2225,2024-11-26,1,CAIXA GERAL,,,2024-11-26,3310.2,CO003469,2,3,0,1103.4,AVIV COMERCIO LTDA (MAUER),2,MANUTENCAO FERRAMENTA,AVIV COMERCIO LTDA (MAUER),9,37650.42,4,CUSTO FINANCEIRO,6383,,2025-01-25,2025-01-28,1103.4,P,0.0,0.0,,BOLETO,30,2024-12-26,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
2226,2024-11-26,1,CAIXA GERAL,,,2024-11-26,3310.2,CO003469,3,3,0,1103.4,AVIV COMERCIO LTDA (MAUER),2,MANUTENCAO FERRAMENTA,AVIV COMERCIO LTDA (MAUER),9,0.0,4,CUSTO FINANCEIRO,6639,,2025-02-24,2025-02-25,1103.4,P,0.0,0.0,,BOLETO,30,2024-12-26,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2229,2024-11-11,1,CAIXA GERAL,,,2024-11-11,233.86,CO003486,1,1,0,233.86,ZENO AUTO PEÇAS,2,MANUTENCAO FERRAMENTA,ZENO AUTO PEÇAS,1,6924.86,4,CUSTO FINANCEIRO,5970,,2024-11-11,2024-11-27,233.86,P,0.0,0.0,,DINHEIRO,0,2024-11-11,,,True,,0.0,0.0,0.0,0.0,16,True,False,
2245,2024-11-29,1,CAIXA GERAL,,,2024-11-29,1209.36,CO003519,1,3,0,403.12,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,23173.19,4,CUSTO FINANCEIRO,6243,,2024-12-27,2025-01-06,403.12,P,0.0,0.0,,BOLETO,28,2024-12-27,,,True,,0.0,0.0,0.0,0.0,10,True,False,False
2246,2024-11-29,1,CAIXA GERAL,,,2024-11-29,1209.36,CO003519,2,3,0,403.12,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,20309.08,4,CUSTO FINANCEIRO,6419,,2025-01-24,2025-01-28,403.12,P,0.0,0.0,,BOLETO,28,2024-12-27,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
2247,2024-11-29,1,CAIXA GERAL,,,2024-11-29,1209.36,CO003519,3,3,0,403.12,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,0.0,4,CUSTO FINANCEIRO,6626,,2025-02-21,2025-02-21,403.12,P,0.0,0.0,,BOLETO,28,2024-12-27,,,True,,0.0,0.0,0.0,0.0,,True,False,
2251,2024-12-03,1,CAIXA GERAL,,,2024-12-03,1423.32,CO003522,1,3,0,474.44,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,9648.14,4,CUSTO FINANCEIRO,6261,,2024-12-31,2025-01-06,474.44,P,0.0,0.0,,BOLETO,28,2024-12-31,,,True,,0.0,0.0,0.0,0.0,6,True,False,
2252,2024-12-03,1,CAIXA GERAL,,,2024-12-03,1423.32,CO003522,2,3,0,474.44,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,8008.21,4,CUSTO FINANCEIRO,6420,,2025-01-28,2025-01-28,474.44,P,0.0,0.0,,BOLETO,28,2024-12-31,,,True,,0.0,0.0,0.0,0.0,,True,False,
2253,2024-12-03,1,CAIXA GERAL,,,2024-12-03,1423.32,CO003522,3,3,0,474.44,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,0.0,4,CUSTO FINANCEIRO,6651,,2025-02-25,2025-02-26,474.44,P,0.0,0.0,,BOLETO,28,2024-12-31,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2267,2024-12-03,1,CAIXA GERAL,,,2024-12-03,7472.8,CO003523,1,5,0,1494.56,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,3217.54,4,CUSTO FINANCEIRO,6226,,2024-12-23,2025-01-06,1494.56,P,0.0,0.0,,BOLETO,19,2024-12-23,,,True,,0.0,0.0,0.0,0.0,14,True,False,False
2268,2024-12-03,1,CAIXA GERAL,,,2024-12-03,7472.8,CO003523,2,5,0,1494.56,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,0.0,4,CUSTO FINANCEIRO,6322,,2025-01-11,2025-01-13,1494.56,P,0.0,0.0,,BOLETO,19,2024-12-23,,,True,,0.0,0.0,0.0,0.0,,True,False,
2269,2024-12-03,1,CAIXA GERAL,,,2024-12-03,7472.8,CO003523,3,5,0,1494.56,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,8428.33,4,CUSTO FINANCEIRO,6447,,2025-01-31,2025-01-31,1494.56,P,0.0,0.0,,BOLETO,19,2024-12-23,,,True,,0.0,0.0,0.0,0.0,,True,False,
2270,2024-12-03,1,CAIXA GERAL,,,2024-12-03,7472.8,CO003523,4,5,0,1494.56,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,0.0,4,CUSTO FINANCEIRO,6608,,2025-02-20,2025-02-20,1494.56,P,0.0,0.0,,BOLETO,19,2024-12-23,,,True,,0.0,0.0,0.0,0.0,,True,False,
2271,2024-12-03,1,CAIXA GERAL,,,2024-12-03,7472.8,CO003523,5,5,0,1494.56,GTS COMERCIO ATACADISTA PNEUS E ACESSORIOS,2,MANUTENCAO FERRAMENTA,GTS COMERCIO ATACADISTA PNEUS E ACESSORI,50,1494.56,4,CUSTO FINANCEIRO,6759,,2025-03-12,2025-03-12,1494.56,P,0.0,0.0,,BOLETO,19,2024-12-23,,,True,,0.0,0.0,0.0,0.0,,True,False,False
2283,2024-12-05,1,CAIXA GERAL,,,2024-12-05,1771.6,CO003533,1,3,0,590.54,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,30536.05,4,CUSTO FINANCEIRO,6250,,2024-12-30,2025-01-06,590.54,P,0.0,0.0,,BOLETO,20,2024-12-30,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
2284,2024-12-05,1,CAIXA GERAL,,,2024-12-05,1771.6,CO003533,2,3,0,590.53,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,12859.38,4,CUSTO FINANCEIRO,6408,,2025-01-19,2025-01-28,590.53,P,0.0,0.0,,BOLETO,20,2024-12-30,,,True,,0.0,0.0,0.0,0.0,9,True,False,False
2285,2024-12-05,1,CAIXA GERAL,,,2024-12-05,1771.6,CO003533,3,3,0,590.53,FREDY PNEUS,2,MANUTENCAO FERRAMENTA,FREDY PNEUS,48,0.0,4,CUSTO FINANCEIRO,6515,,2025-02-08,2025-02-11,590.53,P,0.0,0.0,,BOLETO,20,2024-12-30,,,True,,0.0,0.0,0.0,0.0,3,True,False,False
2286,2024-12-09,1,CAIXA GERAL,,,,985.27,397-01,1,,0,985.27,,65,PEÇAS,COREMMA LTDA,2,4202.81,5,COMPRAS,6227,,2024-12-24,2025-01-06,985.27,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,False
2287,2024-12-09,1,CAIXA GERAL,,,,417.43,917-01,1,,0,417.43,,65,PEÇAS,COREMMA LTDA,2,417.43,5,COMPRAS,6061,,2024-12-04,2024-12-09,417.43,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,5,True,False,False
2288,2024-12-09,1,CAIXA GERAL,,,,124.8,146-01,1,,0,124.8,,65,PEÇAS,COREMMA LTDA,2,2184.38,5,COMPRAS,6124,,2024-12-12,2024-12-13,124.8,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,1,True,False,False
2289,2024-12-09,1,CAIXA GERAL,,,,665.85,ASS11-24,1,,0,665.85,,66,SINDICATO,SINDICATO DOS METALURGICOS,34,7986.85,2,CUSTO GERAL,6070,,2024-12-09,2024-12-09,665.85,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,
2290,2024-12-09,1,CAIXA GERAL,,,,167.58,MENS11-24,1,,0,167.58,,66,SINDICATO,SINDICATO DOS METALURGICOS,34,3116.96,2,CUSTO GERAL,6064,,2024-12-09,2024-12-09,167.58,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
2193,2024-12-09,1,CAIXA GERAL,,,,630.0,DAB11-24,1,,0,630.0,,65,PEÇAS,DABESUL DISTRIBUIDOR DE PEÇAS,6,9398.46,5,COMPRAS,6399,,2025-01-15,2025-01-28,630.0,P,0.0,0.0,,CH VC PJ,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,False
2295,2024-11-12,1,CAIXA GERAL,,,2024-11-12,170.0,CO003562,1,1,0,170.0,STOP FIRE,2,MANUTENCAO FERRAMENTA,STOP FIRE,90,587.43,4,CUSTO FINANCEIRO,6062,,2024-12-04,2024-12-09,170.0,P,0.0,0.0,,BOLETO,0,2024-12-04,,,True,,0.0,0.0,0.0,0.0,5,True,False,False
2299,2024-11-28,1,CAIXA GERAL,,,2024-11-28,2828.16,CO003563,1,4,0,707.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,2891.42,4,CUSTO FINANCEIRO,6125,,2024-12-12,2024-12-13,707.04,P,0.0,0.0,,BOLETO,14,2024-12-12,,,True,,0.0,0.0,0.0,0.0,1,True,False,False
2300,2024-11-28,1,CAIXA GERAL,,,2024-11-28,2828.16,CO003563,2,4,0,707.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,22316.64,4,CUSTO FINANCEIRO,6240,,2024-12-26,2025-01-06,707.04,P,0.0,0.0,,BOLETO,14,2024-12-12,,,True,,0.0,0.0,0.0,0.0,11,True,False,False
2301,2024-11-28,1,CAIXA GERAL,,,2024-11-28,2828.16,CO003563,3,4,0,707.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,17880.74,4,CUSTO FINANCEIRO,6287,,2025-01-09,2025-01-09,707.04,P,0.0,0.0,,BOLETO,14,2024-12-12,,,True,,0.0,0.0,0.0,0.0,,True,False,
2302,2024-11-28,1,CAIXA GERAL,,,2024-11-28,2828.16,CO003563,4,4,0,707.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,18584.48,4,CUSTO FINANCEIRO,6416,,2025-01-23,2025-01-28,707.04,P,0.0,0.0,,BOLETO,14,2024-12-12,,,True,,0.0,0.0,0.0,0.0,5,True,False,False
2303,2024-12-09,1,CAIXA GERAL,,,,170.0,2039/01,1,,0,170.0,,90,UNIFORME,STOP FIRE,90,4555.01,5,COMPRAS,6082,,2024-12-10,2024-12-10,170.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,False
2304,2024-12-09,1,CAIXA GERAL,,,,600.0,radios,1,,0,600.0,,67,BRINDES,CELESTIAL BRINDES,32,6909.72,2,CUSTO GERAL,6433,,2025-01-25,2025-01-29,600.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,4,True,False,
2202,2024-12-10,1,CAIXA GERAL,,,2024-12-10,21875.51,ZEN11-24,1,5,0,4375.11,,65,PEÇAS,ZENO AUTO PEÇAS,1,42625.53,5,COMPRAS,6384,,2025-01-25,2025-01-28,4375.11,P,0.0,0.0,,CH VC PJ,15,2024-12-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
2203,2024-12-10,1,CAIXA GERAL,,,2024-12-10,21875.51,ZEN11-24,2,5,0,4375.1,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,6588,,2025-02-15,2025-02-18,4375.1,P,0.0,0.0,,CH VC PJ,15,2024-12-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
2204,2024-12-10,1,CAIXA GERAL,,,2024-12-10,21875.51,ZEN11-24,3,5,0,4375.1,,65,PEÇAS,ZENO AUTO PEÇAS,1,15956.06,5,COMPRAS,6793,,2025-03-15,2025-03-18,4375.1,P,0.0,0.0,,CH VC PJ,15,2024-12-15,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
2205,2024-12-10,1,CAIXA GERAL,,,2024-12-10,21875.51,ZEN11-24,4,5,0,4375.1,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,6997,,2025-04-15,2025-04-16,4375.1,P,0.0,0.0,,CH VC PJ,15,2024-12-15,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
2206,2024-12-10,1,CAIXA GERAL,,,2024-12-10,21875.51,ZEN11-24,5,5,0,4375.1,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,7201,,2025-05-15,2025-05-19,4375.1,P,0.0,0.0,,CH VC PJ,15,2024-12-15,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
2208,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5639.0,MAE11-24,1,3,0,1879.66,,65,PEÇAS,MAESTRI AUTO PEÇAS,3,44505.19,5,COMPRAS,6385,,2025-01-25,2025-01-28,1879.66,P,0.0,0.0,,CH VC PF,25,2024-12-25,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
2209,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5639.0,MAE11-24,2,3,0,1879.67,,65,PEÇAS,MAESTRI AUTO PEÇAS,3,0.0,5,COMPRAS,6652,,2025-02-25,2025-02-26,1879.67,P,0.0,0.0,,CH VC PF,25,2024-12-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
2210,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5639.0,MAE11-24,3,3,0,1879.67,,65,PEÇAS,MAESTRI AUTO PEÇAS,3,6127.92,5,COMPRAS,6876,,2025-03-25,2025-03-26,1879.67,P,0.0,0.0,,CH VC PF,25,2024-12-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
2214,2024-12-10,1,CAIXA GERAL,,,2024-12-10,1960.0,BBI11-24,1,2,0,980.0,,65,PEÇAS,BBI,17,16929.82,5,COMPRAS,6237,,2024-12-25,2025-01-06,980.0,P,0.0,0.0,,CH VC PF,25,2024-11-25,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
2215,2024-12-10,1,CAIXA GERAL,,,2024-12-10,1960.0,BBI11-24,2,2,0,980.0,,65,PEÇAS,BBI,17,45485.19,5,COMPRAS,6386,,2025-01-25,2025-01-28,980.0,P,0.0,0.0,,CH VC PF,25,2024-11-25,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
2216,2024-12-13,1,CAIXA GERAL,,,,624.05,BEL11-24,1,,0,624.05,,65,PEÇAS,BELLI & BELLI,5,0.0,5,COMPRAS,6493,,2025-01-25,2025-02-07,624.05,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,
2221,2024-12-13,1,CAIXA GERAL,,,2024-12-13,2530.0,ALARME,1,3,0,843.34,,51,SISTEMA LOJA,AM COMERCIO E INSTALADORA DE SISTEMAS DE,91,10641.48,2,CUSTO GERAL,6258,,2025-01-06,2025-01-06,843.34,P,0.0,0.0,,BOLETO,6,2024-12-06,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
2222,2024-12-13,1,CAIXA GERAL,,,2024-12-13,2530.0,ALARME,2,3,0,843.33,,51,SISTEMA LOJA,AM COMERCIO E INSTALADORA DE SISTEMAS DE,91,0.0,2,CUSTO GERAL,6488,,2025-02-06,2025-02-06,843.33,P,0.0,0.0,,BOLETO,6,2024-12-06,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
2223,2024-12-13,1,CAIXA GERAL,,,2024-12-13,2530.0,ALARME,3,3,0,843.33,,51,SISTEMA LOJA,AM COMERCIO E INSTALADORA DE SISTEMAS DE,91,10859.33,2,CUSTO GERAL,6710,,2025-03-06,2025-03-06,843.33,P,0.0,0.0,,BOLETO,6,2024-12-06,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
2227,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5831.52,CO003564,1,4,0,1457.88,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,5660.69,4,CUSTO FINANCEIRO,6228,,2024-12-24,2025-01-06,1457.88,P,0.0,0.0,,BOLETO,14,2024-12-24,,,True,,0.0,0.0,0.0,0.0,13,True,False,False
2228,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5831.52,CO003564,2,4,0,1457.88,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,20267.1,4,CUSTO FINANCEIRO,6272,,2025-01-07,2025-01-07,1457.88,P,0.0,0.0,,BOLETO,14,2024-12-24,,,True,,0.0,0.0,0.0,0.0,,True,False,
2229,2024-12-10,1,CAIXA GERAL,,,2024-12-10,5831.52,CO003564,3,4,0,1457.88,SIGA BEM DIST DE LUBRIFICANTES LTDA,2,MANUTENCAO FERRAMENTA,SIGA BEM DIST DE LUBRIFICANTES LTDA,8,0.0,4,CUSTO FINANCEIRO,6471,,2025-02-04,2025-02-04,1457.88,P,0.0,0.0,,BOLETO,14,2024-12-24,,,True,,0.0,0.0,0.0,0.0,,True,False,
